id,department_name,officer_ids,date,description,street_name,cross_street1,zip_code,city,state
#82,"Rochester, NY Police Department",32848,2017-06-29,"While executing a no-knock search warrant at the victim's residence, Investigator Ferro allegedly fired three shots. The victim was reported to be uninjured.
<h4>Outcome</h4>Ferro was been assigned to administrative duties, pending the results of an internal investigation.",Fernwood Ave,Rustic St,,Rochester,NY
#84,"Rochester, NY Police Department",32822,2016-08-07,"Court documents allege that officers, beat and assaulted victim, a minor at the time, after mistaking him for another suspect. Documents allege officers used pepper spray and tasers. 17 officers are named in the case, including Kyle Eisenhauer. 
<h4>Outcome</h4>City paid victim $360,000 in a federal lawsuit, RPD review board found no wrongdoing",Remington St,,,Rochester,NY
#85,"Rochester, NY Police Department",32934,2021-02-23,"According to the Sun, Harris was involved in the asphyxiation of victim, a black man who died after Rochester authorities placed a hood over his head and pressed his face into the ground.",Jefferson Ave,West Main Ave,,Rochester,NY
#86,"Rochester, NY Police Department",32934,2016-01-07,"Fleet vehicle incident
<h4>Outcome</h4>Reprimand",Eastside Way,Scottsville Rd,,Rochester,NY
#87,"Rochester, NY Police Department",32938,2013-03-30,"Allegedly brawled at a bar while off-duty
<h4>Outcome</h4>Lost vacation days",Alexander St,East Ave,,Rochester,NY
#90,"Rochester, NY Police Department",32938,2011-02-26,"According to disciplinary files, officer conducted false arrest and unwarranted search",,,,Rochester,NY
#91,"Rochester, NY Police Department",32938,2015-12-13,"Allegedly, Officer Ryan Hartley, while off-duty,  acted in a disorderly fashion, directed prejudicial comments toward an African American person and pulled from his waistband,  display,  wave, and/or pointed a loaded handgun at a person or group of people",Titus Ave,Cooper Rd,,Rochester,NY
#88,"Rochester, NY Police Department",32857,2006-04-25,"According to legal documents, RPD Officer Donald Flood arrested a man who was standing on the sidewalk holding a sign that said ""Homeless. Hungry. Please Help."" The man was simply standing silently on the sidewalk. The arrest was made for violating Rochester's Aggressive Panhandling Act (passed in 2004).
<h4>Outcome</h4>The arrest was found to be unconstitutional by judge",Brown St,Broad St,,Rochester,NY
#93,"Rochester, NY Police Department",32857,2014-08-21,"According to a complaint and lawsuit filed, RPD Officer Donald M. Flood, together with Officers Michael Feldman and Evan Henry, pulled over a civilian, handcuffed him, and then beat him. The man ""sustained several injuries during the beating, including a concussion, permanent blindness in his right eye, orbital fractures, diminished vision in his left eye, and multiple bruises.""
<h4>Outcome</h4>The City of Rochester paid the victim $750,000, which was only revealed later through an open records request",Maple St,,,Rochester,NY
#89,"Rochester, NY Police Department",33183,2016-09-27,"According to civil lawsuit complaint, RPD Officer Peter Minurka used excessive force while arresting someone. Officer Peter Minurka allegedly punched and kicked the complainant so badly that they were hospitalized The complainant also alleges that the arrest was unjustified and all charges associated with the arrest were dropped in City Court.",,,,Rochester,NY
#92,"Rochester, NY Police Department",33184,2012-07-21,"According to IndyMedia, Officer Thomas Minurka was involved in the arrest of protesters during a Black Lives Matter rally on East Ave.",East Ave,Alexander St,,Rochester,NY
#94,"Rochester, NY Police Department",33194,2014-10-22,"According to Davy V’s blog, a total of 5 Rochester Police cruisers had pulled over an African-American motorist. When asked for his badge number and more information, Officer Mooney replied: ""I'm doing my job, get out of my way!” 
<h4>Outcome</h4>None",Chili Ave,West Ave,,Rochester,NY
#95,"Rochester, NY Police Department",33185,2012-04-02,"According to Davy V. Blog, Officer Benjamin Mitchell shoved, pepper-sprayed, and confiscated the phone of a person who was placed under arrest.",Flower St,,,Rochester,NY
#96,"Rochester, NY Police Department",33124,2016-09-15,"According to Reuters, Officers warned a civilian to stop yelling and get out of the street. The civilian was turning away from an officer and into a yard when that officer said, “Oh, too late.” He then ran and tackled the civilian to the ground from behind and drove his knee into their back. One officer pepper-sprayed the civilian three times and then sprayed in the direction of her daughter, who was nearby screaming.  Later, another officer said to the little girl, “sorry your mom’s an animal.” The civilian suffered injuries to her back and elbow.",Hollenbeck St,,,Rochester,NY
#97,"Rochester, NY Police Department",33188,2015-09-04,"According to civil lawsuit, Mitchell was involved in the beating of a civilian. Mitchell pulled the civilian's hands and wrists upwards toward his head while handcuffed, causing substantial pain.",South Ave,,,Rochester,NY
#98,"Rochester, NY Police Department",32940,2017-12-01,"According to the disciplinary record, Officer Hasper effected an improper detention of a child, improper arrest of a child and used force to effect an improper detention.
<h4>Outcome</h4>Officer had to take a class",Ave D,Conkey Ave,,Rochester,NY
#99,"Rochester, NY Police Department",32940,2019-04-19,"According to a suit, Officer Hasper made a false and retaliatory arrest and used excessive force in connection with the arrest",,,,Rochester,NY
#100,"Rochester, NY Police Department",32940,1970-01-01,"According to Davy V., Hasper has repeatedly harassed reporters",N Clinton Ave,Upper Falls Blvd,,Rochester,NY
#101,"Rochester, NY Police Department",32962,1998-01-15,"In a car chase, Hill allegedly pursued a civilian and shot the civilian in the shoulder.
<h4>Outcome</h4>The civilian was sentenced to 10 to 20 years in state prison and released in 2015",Orange St,,,Rochester,NY
#102,"Rochester, NY Police Department",32853,2012-04-02,"According to DavyVBlog, RPD Officer Kevin Flanagan, together with RPD Officers Richard Doran and Joel Hasper, drove the wrong way up a one way street, pulled up, and grabbed a man bringing him over to an RPD cruiser. As the civilian's family and neighbors questioned what was going on, the officers became angry and started pepper spraying onlookers (including a pregnant woman and an elderly woman in her 60s) and arrested some of them. They also pepper sprayed the man, tasered him multiple times, and beat him. They confiscated witnesses cell phones as well.
<h4>Outcome</h4>The man who was arrested and assaulted was charged with resisting arrest and felony assault on a police officer. He was found innocent by a jury in April 2013.",Flower St,,,Rochester,NY
#103,"Rochester, NY Police Department",32972,2005-05-31,"Officers verbally harassed civilian child. Officers threw civilian to the ground, kicked him and pepper-sprayed him. Both children were treated at the hospital.  The family was then stalked and harassed by RPD officers. 
<h4>Outcome</h4>filed a civil rights claim and the family received monetary compensation.",,,,Rochester,NY
#104,"Rochester, NY Police Department",32975,2020-03-23,Allegedly involved in the cover up of the murder of a civilian,Jefferson Ave,,,Rochester,NY
#105,"Rochester, NY Police Department",32983,2020-05-28,"Damaged a police car
<h4>Outcome</h4>Reprimand",,,,Rochester,NY
#106,"Rochester, NY Police Department",32854,2012-07-21,"According to IndyMedia, Officer Briant Flint was among several officers who arrested peaceful protesters on an East Avenue sidewalk. Flint arrested a person on the sidewalk livestreaming the arrests.",East Ave,,,Rochester,NY
#109,"Rochester, NY Police Department",32854,2011-12-09,"Brian Flint was one of six RPD officers who attacked a civilian as he exited a vehicle and complied with a directive to get on the ground according to a civil suit brought by the civilian. The six officers attacked the civilian using hands, batons, and pepper spray. After handcuffing him, officers tasered him while he was on the ground. The man lost his left eye as a result of the beating.
<h4>Outcome</h4>The man received monetary damages for the civil suit.",Avenue D,,,Rochester,NY
#107,"Rochester, NY Police Department",32984,2009-04-01,Damaged fleet vehicle,,,,Rochester,NY
#108,"Rochester, NY Police Department",32985,2017-09-18,"Plaintiff alleges that various Rochester Police Department (""RPD"") officers used excessive and unlawful force against him, falsely arrested him, and subsequently fabricated official police paperwork and committed perjury in an attempt to cover-up this wrongdoing",Genessee St,,,Rochester,NY
#110,"Rochester, NY Police Department",32609,2016-05-23,"Casaccia v. City of Rochester is a case brought by a man alleging six officers, Amy Bauer among them, brutalized him without cause. The claim against the city was dismissed by Hon. Michael Telesca.
<h4>Outcome</h4>All charges against officers dismissed and the subsequent civil case  decided in favor of the city",East Ave,Alexander St,,Rochester,NY
#111,"Rochester, NY Police Department",32876,1986-10-28,"According to city of Rochester court proceedings for P.S.S. Case 86-1207, Gary Galetta responded as a plainclothes officer to a burglary report along with three uniformed officer. The victim was apprehended as a suspect by the four officers, and Galetta kicked the victim in the side and head while they were on the ground.
<h4>Outcome</h4>RPD suspended Gary Galetta without pay for 20 days. This suspension was satisfied with time from the Gary Galetta's compensatory time bank.",Bloss St,Backus St,,Rochester,NY
#112,"Rochester, NY Police Department",32888,2001-01-04,"RPD Officer (now Lieutenant) David Gebhardt shot and killed an unarmed Jamaican father of three young children as he was sitting on a couch. According to D&C, ""Gebhardt said he tripped or stumbled and his shotgun accidentally discharged"". 
<h4>Outcome</h4>Gebhardt was cleared of all wrongdoing by the Civilian Review Board.",Joseph St,,,Rochester,NY
#113,"Rochester, NY Police Department",33271,2018-05-25,"16-year-old was allegedly handcuffed while drinking juice. After being released, 16-year-old called Perelli a name and was allegedly violently attacked by officer Perelli and then several other officers
<h4>Outcome</h4>four days unpaid suspension for Perelli",Wilkins St,Joseph Ave,,Rochester,NY
#114,"Rochester, NY Police Department",33276,2020-03-31,Lt. Perkowski was allegedly involved in the cover-up of the murder of a civilian,,,,Rochester,NY
#115,"Rochester, NY Police Department",33277,2002-03-11,"(Third) Avoidable car accident
<h4>Outcome</h4>Reprimand",Portland Ave,Lux St,,Rochester,NY
#116,"Rochester, NY Police Department",33278,2007-01-05,"Involved in event without description regarding ""Information Regarding Crime""
<h4>Outcome</h4>Reprimand",,,,Rochester,NY
#117,"Rochester, NY Police Department",33278,2009-01-12,"While off-duty, Perrone allegedly shot and killed a man outside a spa
<h4>Outcome</h4>Praised as a hero",Long Pond Rd,W Ridge Rd,,Rochester,NY
#119,"Rochester, NY Police Department",33278,2015-01-16,"Upon seeing pit bull inside the home on a call, Perrone shot and killed the dog through the open front door from his position on the porch.
<h4>Outcome</h4>Lawsuit settled",Trafalgar St,Wellington Ave,,Rochester,NY
#118,"Rochester, NY Police Department",32613,2020-02-23,"Bello was at the scene as civilian was brutalized, resulting in his death, and did nothing to intervene in the horrific violence, nor reported it. Nor did Bello or speak out about it after, becoming part of a widespread coverup.
<h4>Outcome</h4>No charges have been brought against any of the officers directly involved or those who stood by, or those who knew of the extreme brutality and did not report it.",Jefferson Ave,,,Rochester,NY
#120,"Rochester, NY Police Department",33281,2009-03-19,"Hit a light pole
<h4>Outcome</h4>Reprimand",Garson Ave,Culver rd,,Rochester,NY
#121,"Rochester, NY Police Department",32893,2016-02-03,"According to D&C, as well as The Free Library, Patrick Giancursio pulled over to the victim because they matched a description, and the victim ran. Giancursio pursued in his vehicle and purposefully struck the victim with the vehicle, which was captured on camera.
<h4>Outcome</h4>There was no interval investigation of the event. A civil lawsuit did occur, but was settled with high cost to the city of Rochester.",Lyell Ave,Child St,,Rochester,NY
#125,"Rochester, NY Police Department",32893,2016-01-26,"According to the free library, the victim was approached by RPD officers Patrick Giancursio and William Wagner and ran. The victim disposed of a shotgun they had for self defense during the chase and was later apprehended and handcuffed. While the victim was handcuffed and on his knees, Giancursio allegedly punched him in the head and face, leading to fractures in the vitcim's cheek bones.
<h4>Outcome</h4>a civil court case that was ruled in favor of Giancursio.",Child St,,,Rochester,NY
#122,"Rochester, NY Police Department",33286,2003-09-29,(Fourth) avoidable fleet accident,,,,Rochester,NY
#123,"Rochester, NY Police Department",33286,2018-10-11,Allegedly involved in shootout with several other officers that left a person dead,Post Ave,,,Rochester,NY
#124,"Rochester, NY Police Department",33045,2011-12-09,"According to the initial complaint, ""on December 9, 2011, at approximately 1:35 p.m.,"" [Civilian] got out of his car on Avenue D and started to run from police. Police gave chase and he was ordered to the ground. [Civilian] complied and ""laid face down on the ground."" As he was complying, several officers, including Christopher Kosch and Nicholas Thomas, proceeded to ""brutally attacked by the gathered officers."" Each officer assaulted the civilian with their ""hands, clubs or batons, cap shun, aerosol mace and/or pepper sprays, without justification or provocation."" The complaint continues that the civilian was ""also punched, kicked and struck with various objects about his head, face and body. After being handcuffed [civilian] was tasered repeatedly while laying on the ground. Other officer and superivsing officers present at the scene did nothing to stop this assault, use of excessive force and physical brutality.""

Because of the police assault on his body, the civilian ""suffered cuts, lacerations, bruises, swelling and pain over his entire body. He also sustained swelling, pain and bleeding from his left eye."" The complaint continues, ""As a direct result of these circumstances, [civilian] left eye was surgically removed...""
<h4>Outcome</h4>Right before the trial was to start, the city settled. There are no details as to what the settlement entailed.",Avenue D,,,Rochester,NY
#126,"Rochester, NY Police Department",33045,2017-03-13,"According to Yancey v. Pancoe, on March 13th, 2017, Sergeant Timothy Pancoe used racist language in telling Rakim Yancey to move his car, and when Yancey asked why he used that language, Pancoe maced Yancey, beat him with a baton, and kicked him while he was on the ground.  Officers Christopher Kosch and Bradley Pike then arrived at the scene and also maced, beat, and choked him, resulting in two fractured wrists and thumbs, a back injury, a chipped tooth, and multiple contusions and abrasions requiring hospital treatment.
<h4>Outcome</h4>None",,,,Rochester,NY
#127,"Rochester, NY Police Department",33045,2015-11-09,"According to D&C: Officers interviewed civilian because he matched a suspect's description.  They handcuffed him without a struggle, but he civilian told his neighbor who was recording, to back up.  Video from the civilian's sister showed the police car travel a few feet, then stop—according to the civilian, one of them said, “We gotta arrest this guy [the neighbor] for something.”  Video from civilian's sister showed: Kosch exited and told the neighbor he was under arrest; the neighbor ran; and officers tackled him to the ground, pepper sprayed him, handcuffed him, and took him away.  According to IndyMedia, the neighbor went to the hospital for treatment for his injuries, was taunted and humiliated by officers there, and then spent the night in jail for “obstruction of governmental administration, disorderly conduct, and resisting arrest”.  Police later alleged the neighbor was arrested because he was blocking the police car in the street (which was parrotted by WHEC Channel 10), but video does not show him there.",Grafton St,,,Rochester,NY
#128,"Rochester, NY Police Department",33068,2011-08-05,Scratched the police car,Lakeshore Blvd,Kings Hwy N,,Rochester,NY
#129,"Rochester, NY Police Department",32941,2018-01-31,"As part of the Greater Rochester Are Narcotics Enforcement Team, Havill and other officers shot (allegedly returning fire) at suspects in a drug raid on Burbank Street in Rochester. Two suspects were injured. 
<h4>Outcome</h4>shootings were found to be justified.",Burbank St,,,Rochester,NY
#130,"Rochester, NY Police Department",32942,2000-05-24,"avoidable fleet vehicle accident (3rd incident of avoidable fleet vehicle accident
<h4>Outcome</h4>Reprimand",Genesee St,,,Rochester,NY
#131,"Rochester, NY Police Department",33079,2008-06-27,"Hit pole with cruiser
<h4>Outcome</h4>Official reprimand",Nye Park,Norton St,,Rochester,NY
#132,"Rochester, NY Police Department",33079,2010-10-19,Passenger while police cruiser hit and killed 14 y.o. boy,N Clinton Ave,Hoeltzer St,,Rochester,NY
#133,"Rochester, NY Police Department",32944,1970-01-01,Justia shows Maura Hayes and several other officers as defendants in a lawsuit alleging civil rights violations against a prisoner,,,,Rochester,NY
#135,"Rochester, NY Police Department",33063,2017-04-01,"According to Davy V., Laureano approached a young black male for looking suspicious as he moved his mother's car to the opposite side of the street",,,,Rochester,NY
#137,"Rochester, NY Police Department",33063,2018-03-15,Traffic stop - FOIL request submitted and denied,Culver Rd,Hazelwood Terrace,,Rochester,NY
#136,"Rochester, NY Police Department",32667,2009-01-19,"On January 9, 2009, a Black man, age 47, called the Mobile Crisis Unit to his home because his wife was in mental distress. Instead of the crisis unit, RPD Officer Brian 
Cala and other police officers barged into the house. When the civilian's wife told him to get out of the house, Cala pepper-sprayed her, then punched her in the face several times. When 
the civilian tried to help her, another officer pepper-sprayed him. The civilian’s wife was then forced to sit on their front steps in the cold, and when other family members came toward the house, saw her injuries, and asked who had done it, Cala yelled, “I fucking did it!” When the civilian’s complaint was presented to the Civilian Review Board in 2011, Officer Cala was exonerated. 
<h4>Outcome</h4>None",,,,Rochester,NY
#141,"Rochester, NY Police Department",32667,2012-06-21,"On June 21, 2012, a 20 year-old man was gunned down by 7 officers near his house on Locust St. The civilian suffered from bipolar disorder and called the police on his birthday after he and his mother got into a scuffle. He was clearly suffering, according to witness accounts, and against the pleading of friends and family, the entire team of RPD opened fire and killed him. There was no provocation. One of the officers is Brian Cala.
<h4>Outcome</h4>None",Locust St,Dewey Ave,,Rochester,NY
#138,"Rochester, NY Police Department",33069,2010-06-29,"According to Professional Standards Section records, officer Lebeda allegedly failed to drive with due regard for safety and, with his emergency lights and siren activated, collided with a citizen motorist while attempting to pass the citizen and cross over into the eastbound lane of traffic. 
<h4>Outcome</h4>Reprimand.",Norton St,N Clinton Ave,,Rochester,NY
#139,"Rochester, NY Police Department",33082,2014-02-13,"New African American  recruit was reprimanded/suspended for 20 days for asking for fries at Arby's without paying for them, for violating . He alleged that the day before at Perri's Pizza he was told by his training officer that they never have to pay there. 
<h4>Outcome</h4>20 day suspension",West Ridge Rd,Lancaster St,,Rochester,NY
#140,"Rochester, NY Police Department",33092,2021-01-29,"The Democrat & Chronicle said Lombard sprayed a chemical irritant in the face of a 9-year-old Black girl as she was handcuffed in the back of a police car.
<h4>Outcome</h4>Suspension with pay",Harris St,,,Rochester,NY
#142,"Rochester, NY Police Department",33092,2021-01-29,"According to D&C, Lombard pepper sprayed 9 year old girl while in custody in the back of a police car
<h4>Outcome</h4>Suspended with pay",Avenue B,,,Rochester,NY
#143,"Rochester, NY Police Department",33084,2020-04-01,Court docket Forbes v. City of Rochester et al allegedly names officer Thomas Lisle. The Case Number is 6:2021cv06457 and the Nature of Suit is Prisoner: Civil Rights,,,,Rochester,NY
#144,"Rochester, NY Police Department",33084,2017-01-31,Officer Thomas Lisle is allegedly named in Pagan v. The City of Rochester court docket.,,,,Rochester,NY
#145,"Rochester, NY Police Department",33093,2013-04-02,"According to 50A database, Officer Johnson illegally arrested and strip searched a citizen standing outside Callahan's Bar near Meigs and Monroe Ave, then droppped him back off nearby after not finding drugs, then rearrested him after he refused to leave the area. Violation of procedure, failure to obtain a warrant, and illegal search
<h4>Outcome</h4>Reprimand",Monroe Ave,Woodlawn St,,Rochester,NY
#146,"Rochester, NY Police Department",32994,2009-03-01,"Allegedly failed to exercise due care and, while distracted, struck a light pole. Officer caused damage to fleet vehicle, totaling $1732.
<h4>Outcome</h4>Reprimand",4th St,Hayward Ave,,Rochester,NY
#147,"Rochester, NY Police Department",32994,2014-10-10,"According to discipline database, on October 10 2014, Jimenez allegedly was involved in a third avoidable fleet incident within a year's time. Jimenez allegedly  followed another fleet vehicle too closely and struck the rear of the other fleet vehicle. The accident caused $1612.16 of damage.
<h4>Outcome</h4>Reprimand",490,Inner Loop,,Rochester,NY
#148,"Rochester, NY Police Department",32994,2012-07-27,"According to No. 6:12-CV-6655T.REED v. SHEPPARD, officer Jimenez was one of several officers who entered the home of 532 Upper Falls Boulevard and allegedly conducted a warrantless search of a parolee. During the search, officers Cashman discovered a loaded handgun, and arrested the parolee and his girlfriend. The father and brother of the parolee instituted the action seeking money damages based on the warrantless search of the home.
<h4>Outcome</h4>None, the Court finds that Jimenez is entitled to qualified immunity.",Upper Falls Boulevard,,,Rochester,NY
#149,"Rochester, NY Police Department",33042,2016-04-15,"According to Davy V., officer Michael C. Koemer assaulted a black man named Maurice peacefully participating in a ROC 4 $15.00 minimum wage protest.
<h4>Outcome</h4>None listed.",Washington Square Park,,,Rochester,NY
#150,"Rochester, NY Police Department",32996,2018-05-27,"Johnson allegedly violated failure to supervise, neglect duty and supervisor responsibilities and accountability. Johnson allegedly was aware of officer Michael Stephens utilizing unnecessary and/or executive force on individuals he allegedly did not believe were displaying threatening behavior. Johnson allegedly made no attempt to provide any efficient, effective or meaningful direction to officer Stephens and approved officer Stephens' investigative action report despite video footage containing evidence that contradicted officer Stephens' documentation in his investigative action report regarding justification for use of force and arrest for obstructing governmental administration.  
<h4>Outcome</h4>Plead guilty to violation of department rules and regulations section 6.1 ""Failure to Supervise"", assessed three days unpaid suspensions, allowed to take up to one of the unpaid suspension days as forfeited vacation or compensatory days.",Monroe Ave,,,Rochester,NY
#151,"Rochester, NY Police Department",32636,2016-09-19,"According to RochesterFirst.com, Officer Bostick tackled Letorya Parker in her front yard, in front of her five year old, after she obeyed his orders to get away from an incident with police and her boyfriend. As she went inside her gate, she was rushed, tackled and pepper sprayed. The incident was recorded by an observer who was then also arrested.
<h4>Outcome</h4>Assigned extra training",Hollenbeck St,Ave A,14621,Rochester,NY
#152,"Rochester, NY Police Department",33040,2005-07-10,"According to D&C, officer Mark Simmons responded to a call that Lashedica Mason was threatening to hurt herself, and ended up shooting Mason three times.  Simmons said Mason charged at him with a knife; Mason's family members said she didn't have a knife.  then-Sergeant Jeffrey Koehn wrote in Simmons' 2005 yearly appraisal, “His assessment of the threat and his decision to use deadly physical force was correct.”
<h4>Outcome</h4>After an internal investigation, Simmons was cleared.",Hudson Ave,,14621,Rochester,NY
#153,"Rochester, NY Police Department",33141,1970-01-01,"According to D&C and Times-Union reporting, Mazzeo's charges, as summarized by the papers were that he:
allegedly Hit two suspects--an unknown man on Lake Ave. in October of 1988 and Timothy McNulty without justification on Monroe Ave. in June of 1990
allegedly Threatened Alonzo Jackson with a pistol on Joseph Ave. in January of 1990
allegedly Assaulted unknown men on at least two occasions in January of 1990 by placing his pistol against their heads and threatening to shoot them even though they were not resisting
allegedly Used a firearm in relation to a crime of violence in January of 1990
allegedly Embezzled more than $5,000 by being paid for working a 40-hour week but working fewer hours, often ending his day two or three hours early. 
allegedly Embezzled and stole property worth more than $5,000 from the department and helped others to do the same
<h4>Outcome</h4>Mazzeo faced a 40-year sentence and restitution of $1.05 million, but was acquitted",Rochester,,,Rochester,NY
#154,"Rochester, NY Police Department",32999,2017-11-13,"According to testimony and documents in the City of Rochester Disciplinary Records, a woman had been hit by her ex-boyfriend in a car earlier in the day injuring her foot and had gotten home from the hospital when the ex-boyfriend showed up at her door with Officers Johnson and McNees. According to her testimony, she refused to allow her ex-boyfriend into her residence--the officers told her that they were going to allow her ex-boyfriend to break in to the residence, despite being informed several times that the ex-boyfriend did not live there. The officers gave the ex-boyfriend instructions on how to break into the apartment. 
<h4>Outcome</h4>Officer Johnson pled guilty to a violation of RPD rules and regulations and was suspended (unpaid) for one day. The victim received 100,000 in a lawsuit settlement.",Genesee Park Blvd,,,Rochester,NY
#155,"Rochester, NY Police Department",33142,1998-09-13,"According to a complaint associated with city's disciplinary record, victim was allegedly cap-stunned, and punched and kicked while handcuffed on the ground",North St,,,Rochester,NY
#156,"Rochester, NY Police Department",33132,2013-06-13,"According to Rodriguez v. City of Rochester, Officer Mason and three other officers  participated in a multi-agency warrant detail along with probation officers. Officer Mason allegedly saw the victim running straight down a steeply pitched roof. Another officer announced he was with law enforcement and directed the victim to come down off the roof. According to Officer Mason, the victim did not heed his instructions and continued descending the roofline, grabbing onto the fire escape ladder with one hand. The victim states, upon seeing that the building was surrounded by law enforcement officers, he decided to end his flight and began climbing down from the roof via a fire escape. According to the victim, one or more of the officers allegedly pulled him off the fire escape, which caused a portion of one of his fingers to be severed. The victims states he remained on the ground until he was moved by the officers whom allegedly struck him on his head and body.
<h4>Outcome</h4> Two of the officers motions for dismissal were granted after the victim did not oppose the dismissal from his action. Victims causes for actions against Mason, the city, and one other officer remain.",Clay Ave,,14613,Rochester,NY
#160,"Rochester, NY Police Department",33132,2008-06-02,"Rochester Police Officer William Mason stopped the victims car after allegedly noticing that a taillight was out. Officer Mason and his partner entered their patrol car, sped up and stopped the vehicle. After issuing two appearance traffic tickets to defendant, one for a violation of Rochester's excessive vehicle sound ordinance, Mason asked the defendant to exit his car and sit in the back of his patrol car while defendant's car was searched and towed. Defendant was not under custodial arrest at that time, and the officer had no intention of taking defendant into custody. Rather, Officer Mason concluded that he was required to tow defendant's car because Rochester's City Code mandates the impoundment of a vehicle when its driver is cited for violating the city's excessive vehicle sound ordinance. Before it was towed, Officer Mason and his partner conducted an inventory search of defendant's car. During the inventory search, the police found a loaded shotgun and extra ammunition in the trunk of defendant's car. Defendant was then arrested, taken into custody, and charged with the prohibited possession of a firearm
<h4>Outcome</h4>The impoundment and concomitant search of defendant's automobile, conducted without probable cause or a constitutionally permissible community caretaking purpose, violated the New York State and United States Constitutions. Rochester City Code is unconstitutional insofar as it authorized the impoundment of defendant's automobile in this case. The evidence seized as a result of the unlawful seizure and search of defendant's must therefore be suppressed.",Frost Ave,,,Rochester,NY
#157,"Rochester, NY Police Department",33145,2003-09-30,"in court case file, victim alleges improper or illegal police conduct in approaching, attempting to stop, and in pursuing and arresting
<h4>Outcome</h4>no discipline",Jefferson St,Adams St,,Rochester,NY
#158,"Rochester, NY Police Department",33151,2017-11-04,"While off-duty, MCENTEE allegedly reported his child missing, sparking a massive law enforcement response. MCENTEE had allegedly forgotten he had brought the child home and may have been intoxicated.
<h4>Outcome</h4>suspended with pay, charges eventually dropped",Sherri Ann Lane,,,Rochester,NY
#159,"Rochester, NY Police Department",32751,2016-11-29,"Two traffic incidents damaging squad car
<h4>Outcome</h4>Letter of reprimand for first incident and one day suspension for the second",,,,Rochester,NY
#161,"Rochester, NY Police Department",33152,2015-09-04,"In the case of Vann v Rochester, McGraw allegedly viewed surveillance videotapes and allegedly manufactured a consistent fabricated account of the interactions between police and Vann","AZ Market, South Ave",,,Rochester,NY
#162,"Rochester, NY Police Department",33543,2021-01-14,"RPD arrested Abdul Hadi in a ""traffic stop"" to prevent him from reaching his home after his wife, Aqueelah El Bey called him for help as CPS violated their rights by calling RPD to raid their home to remove their children from the home for ""Educational Neglect.""  

BWC footage: https://youtu.be/9hrV8eeztzg

Officer Wassinger deliberately turns off his body worn camera at the 47:54 mark.  The time stamp jumps from  13:12:42 to 13:13:00.  This arrest is done in conjunction with Officer Dylan Minnick (Badge #2024) who also deliberately turned off his body-worn camera twice during this arrest.  See Officer Minnick's record for more details.",Webster Ave,,14609,Rochester,NY
#163,"Rochester, NY Police Department",33134,2016-01-03,"Mastrangelo allegedly conducted a pat frisk on victim ""outside in the street in broad day light."" Mastrangelo allegedly moved the front waistband of Plaintiff's pants and boxer shorts such that Plaintiff's groin area was exposed, and then ""forcibly reached down in [Plaintiff's] pants and retrieved a sandwich bag[.]"" The victims claims that in the course of retrieving the sandwich bag, Mastrangelo ""yank[ed]"" his penis and stated, ""I got you by the balls now, [victim], how do you like it?"". Two officers were allegedly present during the pat frisk and ""never intervened or made an attempt to stop"" Mastrangelo.",,,,Rochester,NY
#164,"Rochester, NY Police Department",33157,2015-06-14,"McNees was allegedly involved in mismanaging evidence at a crime scene where another officer shot a dog
<h4>Outcome</h4>letter of reprimand",Genesee St,,,Rochester,NY
#165,"Rochester, NY Police Department",33157,2018-11-13,"According to D&C, McNees allegedly recommended an illegal breaking and entering to a civilian and then when a civilian in the house pulled out a gun to protect themselves, the civilian with the gun was arrested for possession
<h4>Outcome</h4>City paid $100,000 in damages",Genesee Park Boulevard,,,Rochester,NY
#166,"Rochester, NY Police Department",33181,2021-01-14,"RPD arrested Abdul Hadi during a traffic stop as a means to prevent him from reaching his house when his wife, Aqueelah El Bey, called him for help when CPS misused police to do a raid on their home to remove their children for ""Educational Neglect.""

Body-worn camera footage located at: https://youtu.be/9hrV8eeztzg

Officer Dylan Minnick deliberately turned off his body-worn camera at two instances during this arrest interaction.  In the BWC footage, Minnick turns his camera off at the: 
a)  12:41 minute marker, the time stamp jumps from 13:12:42 to 13:16:45.
b)  13:58 minute marker, the time stamp jumps from 13:18:02 to13:20:41.

Officer Todd Wassinger was also involved in this arrest and he also deliberately turned off body-worn camera at one instance.",Webster Ave,,14609,Rochester,NY
#167,"Rochester, NY Police Department",33038,2014-10-22,"According to Davy V., several RPD officers (including Matthew Klinkman) surrounded a black man who was pumping gasoline. They claimed he matched the description of someone they were searching for, but then left.  Davy V. asked Officer Klinkman why he questioned the man, and Klinkman got into his police car and left.",Buffalo Road,Gilde St,,Rochester,NY
#168,"Rochester, NY Police Department",33094,2010-09-16,"According to RPD Profession Standards Section charges, officer Lucero, while operating his marked fleet vehicle in the area of Bay Street near Portland Avenue, allegedly failed to maintain proper control of his vehicle when attempting to stop; the vehicle slid and struck another westbound vehicle. The actions caused damage to both vehicles. This is the third avoidable fleet vehicle accident in a 36-month period. 
<h4>Outcome</h4>Guilty plea for third avoidable fleet vehicle accident in a 36-month period. Letter of Reprimand",Bay St,Portland Ave,,Rochester,NY
#169,"Rochester, NY Police Department",33105,2007-04-24,Andrew Mackenzie shot victim after the man allegedly resisted arrest,Garson Ave,,,Rochester,NY
